0.45571655,0.53169304,0.5499956,0.41090706,0.5005169,0.5707417,0.46829957,0.60248476,0.48847866,0.5148197,0.54162,0.41290033,0.459518,0.5156807
0.448903,0.4860057,0.52008975,0.3910828,0.49173152,0.57640785,0.4630274,0.5845086,0.5110453,0.50718486,0.5359268,0.41147888,0.4672185,0.5118699
0.46101314,0.4870133,0.49269456,0.40193838,0.5111899,0.57656187,0.466586,0.6185345,0.5385507,0.50832725,0.5347598,0.4258694,0.4846345,0.5217215
0.47149587,0.48704377,0.48846847,0.40530178,0.5068188,0.56495845,0.4575708,0.56937134,0.5077602,0.50185615,0.5285009,0.4363152,0.4775649,0.5008401
0.4692562,0.4957552,0.51013935,0.4380034,0.49917558,0.55800474,0.46197712,0.6101428,0.52227926,0.50433326,0.53650314,0.43784317,0.49307308,0.50537175
0.47720602,0.49344015,0.48753622,0.41589597,0.49347067,0.5498357,0.4644152,0.59270626,0.5211012,0.5081608,0.5378206,0.4432223,0.49881563,0.51880366
0.47614384,0.49379516,0.5204166,0.41939476,0.48433903,0.55056083,0.46479976,0.59662783,0.51738685,0.5111893,0.54440796,0.44705868,0.49633646,0.52306473
0.48305157,0.49459565,0.5442274,0.42479876,0.49232426,0.5418256,0.46915773,0.5865591,0.522584,0.5122707,0.5504197,0.44799733,0.49783584,0.52687097
0.4843945,0.49412945,0.5454789,0.42941904,0.50088435,0.52982056,0.47032037,0.5951548,0.5253383,0.5137197,0.55437475,0.44942892,0.4985205,0.5251145
0.18412805,0.18869677,0.21885304,0.16546994,0.19004165,0.20153712,0.17868604,0.22520289,0.1983547,0.19714689,0.21134181,0.17076375,0.19042446,0.20222484
