obs: 0 class 0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.6056326 0.5669477 0.22644137 0.68443704 0.4434513 0.45166597 0.5513957 0.40485352 0.5073675 0.3244934 0.55531573 0.43355846 0.55407494 0.5954714 
0.60631204 0.5667097 0.22516528 0.6846505 0.44335854 0.44874242 0.5509459 0.4029418 0.50867796 0.32378498 0.554149 0.43179017 0.5545783 0.5952324 
0.60742724 0.5664265 0.22295526 0.6847725 0.44310266 0.4439025 0.5503669 0.39989537 0.510853 0.32258943 0.5520697 0.4288174 0.5554707 0.5950361 
0.60893434 0.5659295 0.22028652 0.6849572 0.44274554 0.43755302 0.54941785 0.3958511 0.5136212 0.32104114 0.5493085 0.42501283 0.55647683 0.5946182 
0.61086154 0.5656092 0.21713342 0.6845557 0.4419735 0.42976168 0.5481559 0.39103234 0.516764 0.31918064 0.54536784 0.42020884 0.55771357 0.5942437 
0.61290395 0.5654194 0.21363668 0.6838793 0.44104436 0.42145133 0.54698706 0.38601324 0.5201219 0.3171761 0.5410065 0.41500798 0.5591285 0.59406143 
0.6152197 0.5649876 0.21036756 0.6827374 0.4397573 0.4124642 0.5455728 0.38072884 0.52354443 0.3149973 0.5358989 0.4096477 0.5602272 0.5938429 
0.61764735 0.5650379 0.20685825 0.6803846 0.43785754 0.40319502 0.5445241 0.37575093 0.52689034 0.31270695 0.52976024 0.403929 0.56147856 0.5943051 
0.62012714 0.56497025 0.20435469 0.6773951 0.4355648 0.39449278 0.5431078 0.37124324 0.52956295 0.3106033 0.52321756 0.39878607 0.5621046 0.59462816 
0.62273157 0.56565493 0.20245102 0.672644 0.43235385 0.38621676 0.5414793 0.36742267 0.5313398 0.308703 0.51531947 0.39359617 0.5625816 0.5953508 
0.62500846 0.5667655 0.20100403 0.66717476 0.42890236 0.37936318 0.54035157 0.3647918 0.5324161 0.3071186 0.50755334 0.38912627 0.56294394 0.5966047 
0.6272605 0.56766796 0.20112209 0.6605431 0.42478937 0.37367415 0.5390476 0.3632573 0.5324416 0.30581737 0.49923998 0.38580588 0.5622708 0.5979601 
0.62938744 0.569409 0.20148087 0.65236324 0.4200686 0.368981 0.53826493 0.36305773 0.531801 0.30486232 0.49012512 0.3827463 0.56176955 0.6002359 
0.6319428 0.57014704 0.20343444 0.6446799 0.41597888 0.3647536 0.53650284 0.3640231 0.53121936 0.3049367 0.48084062 0.38085943 0.5608368 0.6020039 
0.6351203 0.5710598 0.20595638 0.63659716 0.41216928 0.36024952 0.53374314 0.36591697 0.5308168 0.30604708 0.4702926 0.37882724 0.5605201 0.60372585 
0.6383182 0.5717088 0.20835957 0.62952995 0.4094013 0.3561926 0.5311364 0.3687909 0.5311004 0.30792597 0.46041888 0.3772459 0.56088984 0.6056227 
0.64196163 0.5711815 0.21229601 0.62292325 0.4071278 0.35230145 0.52764004 0.3725372 0.5315288 0.31058332 0.45032045 0.3767774 0.560629 0.60700786 
0.6456914 0.57127726 0.21565264 0.6164006 0.4052624 0.3484251 0.5241234 0.37674242 0.5322743 0.3137507 0.44005427 0.37583834 0.561379 0.6086741 
0.6495657 0.57050157 0.22044058 0.6107726 0.40382826 0.34505224 0.5194348 0.38096434 0.5326208 0.31736785 0.4303051 0.37579408 0.5613517 0.6092084 
0.65355587 0.57068837 0.22532012 0.605073 0.4023199 0.3417607 0.51347554 0.38457745 0.5322347 0.32130566 0.42022902 0.37493157 0.56182665 0.60890275 
0.6569735 0.5713662 0.22925867 0.6004423 0.4012992 0.33910432 0.50799847 0.38764465 0.5318171 0.32499403 0.41170642 0.37381625 0.5628183 0.60842437 
0.66032714 0.5713363 0.2344201 0.596386 0.4001844 0.33684546 0.50158334 0.39000058 0.530643 0.32849634 0.4037952 0.37335867 0.56264454 0.60676056 
0.66314065 0.57288647 0.23820065 0.59270334 0.3990444 0.33495045 0.49514586 0.39111337 0.5288828 0.33160004 0.3967893 0.37159804 0.5634522 0.60471904 
