obs: 0 class 0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.45797402 0.59119606 0.5522888 0.4537218 0.523098 0.5581465 0.4987555 0.55179226 0.49140579 0.5275816 0.50694185 0.46923077 0.46774966 0.4704385 
0.44549844 0.58631164 0.5638544 0.44335938 0.5178982 0.56876194 0.48003167 0.5948616 0.48373234 0.5188748 0.53764856 0.39098558 0.44952643 0.5103552 
0.4503277 0.58649033 0.5637326 0.44514975 0.51811713 0.5683445 0.48071048 0.5967016 0.4877839 0.5185095 0.5459037 0.39573318 0.45186427 0.51342124 
0.45383465 0.5904813 0.56397617 0.44862196 0.5176793 0.568583 0.48138928 0.60481125 0.49238798 0.5189357 0.55572236 0.40060097 0.4530632 0.51573527 
0.45044267 0.59232783 0.5640979 0.44932726 0.5157088 0.5687023 0.48071048 0.60467494 0.4923266 0.519301 0.553596 0.40018028 0.45318305 0.51492536 
0.4471082 0.59203005 0.564037 0.45057508 0.5157088 0.5682848 0.48093677 0.6096497 0.49447513 0.5194837 0.5562226 0.40198317 0.45384246 0.5171815 
0.45176497 0.5930427 0.56458485 0.4512804 0.51828134 0.5684041 0.48393482 0.6105356 0.49631676 0.52057964 0.5614134 0.40715146 0.45665988 0.5242971 
0.45199496 0.59232783 0.56458485 0.45296225 0.51850027 0.5682848 0.48478335 0.61353415 0.4974831 0.5205188 0.565666 0.41141826 0.4579187 0.52776814 
0.4515925 0.59220874 0.5651936 0.45290798 0.51740557 0.5685234 0.48319945 0.6137386 0.49508902 0.5191792 0.5632895 0.40877405 0.45659992 0.5234872 
0.45302978 0.59238744 0.56482834 0.45345053 0.5183908 0.5684041 0.483652 0.61537415 0.49619398 0.52027524 0.5651032 0.41153845 0.45707947 0.52649546 
0.4547545 0.5922683 0.56482834 0.45334202 0.517734 0.5687023 0.48489648 0.6143519 0.49594843 0.51990986 0.56660414 0.41292068 0.45809856 0.5299665 
0.4534322 0.5917322 0.56482834 0.45350477 0.51735085 0.567927 0.48580155 0.61755484 0.49502763 0.51954454 0.56798 0.41183895 0.458698 0.5273632 
0.4549845 0.5941744 0.5646457 0.45507812 0.5177887 0.5684041 0.4871592 0.6215074 0.4970534 0.5212494 0.5711695 0.41676682 0.4613955 0.52961934 
0.46360815 0.6003097 0.56525445 0.45670572 0.5197592 0.5682848 0.4914583 0.62825406 0.50227135 0.52246714 0.57961226 0.4282452 0.46798944 0.5418258 
0.46470046 0.60019064 0.56549793 0.4573025 0.5205802 0.5682252 0.49202397 0.6298896 0.50454265 0.52283245 0.58267665 0.43197116 0.46942812 0.5445447 
0.46125102 0.59905887 0.5654371 0.45388454 0.51702243 0.5688812 0.48727232 0.62368816 0.49920195 0.51990986 0.567167 0.41917068 0.46529192 0.5286359 
0.4587789 0.5967358 0.5648892 0.45328775 0.5164751 0.5686427 0.48698947 0.61939484 0.49723756 0.51972723 0.5631645 0.4141827 0.46283418 0.52475995 
0.45653674 0.5961401 0.56434137 0.4512804 0.51636565 0.5687023 0.48427424 0.6166008 0.49521178 0.51954454 0.5587242 0.40973556 0.4605563 0.5171815 
0.45895135 0.5971527 0.5650718 0.45160592 0.5169677 0.5686427 0.48653695 0.6220526 0.4957029 0.5210667 0.56153846 0.41514423 0.46199498 0.52018976 
0.4601012 0.59667623 0.5647675 0.4501953 0.5171319 0.568583 0.48597127 0.6214393 0.49594843 0.52064055 0.55953723 0.41231972 0.46109578 0.5201319 
0.45918134 0.5961997 0.56482834 0.45057508 0.5159825 0.56882155 0.48551872 0.6193267 0.4956415 0.5202143 0.5587242 0.41213942 0.46085602 0.5179914 
0.44227895 0.5914939 0.56379354 0.44498697 0.51018065 0.5691794 0.47658107 0.6027668 0.4780847 0.5158305 0.5254534 0.38215142 0.44766814 0.48785144 
0.45412213 0.59393615 0.56355006 0.44786242 0.51559937 0.5685234 0.48138928 0.6161919 0.4879067 0.52027524 0.5449656 0.4015625 0.45462173 0.50433874 
0.46291825 0.59709316 0.5642196 0.45052084 0.517734 0.568583 0.48795113 0.62866294 0.49594843 0.52277154 0.56422764 0.42079327 0.4632538 0.52400786 
0.46194088 0.5964975 0.56415874 0.45030382 0.51636565 0.5683445 0.48738545 0.6260052 0.49484345 0.5218583 0.56472796 0.42073318 0.46247452 0.5241814 
0.46291825 0.5968549 0.56397617 0.44949 0.516694 0.5686427 0.48755515 0.62682295 0.49693063 0.52191913 0.5641026 0.4189303 0.46199498 0.5215203 
0.46268827 0.59643793 0.56434137 0.45030382 0.5160372 0.5686427 0.4860844 0.62736815 0.49834254 0.5224062 0.56310195 0.420613 0.46307397 0.5210575 
0.46332067 0.5963188 0.56379354 0.44976127 0.5176793 0.5686427 0.48727232 0.62825406 0.5017188 0.5272772 0.56904316 0.42283654 0.46331376 0.5219253 
0.46222836 0.595604 0.5633674 0.4483507 0.516913 0.5685234 0.48636723 0.6260052 0.5003683 0.525755 0.56579113 0.42067307 0.461935 0.51671875 
0.46395308 0.5973314 0.56288046 0.4491645 0.516913 0.568583 0.48727232 0.6281859 0.50122774 0.5238675 0.56266415 0.42241585 0.46301404 0.5181071 
0.4664252 0.5972123 0.5630631 0.4496528 0.51817185 0.56876194 0.4885168 0.63097996 0.5033763 0.5250852 0.5667292 0.42866588 0.46487233 0.52128893 
0.46797746 0.5975697 0.56355006 0.44943577 0.51844555 0.5682848 0.489535 0.63179773 0.50441986 0.5239284 0.5686679 0.4295673 0.46607122 0.524355 
0.46878234 0.5973314 0.56300217 0.45003256 0.5178982 0.56882155 0.489931 0.6339103 0.50748926 0.5234413 0.57210755 0.43185097 0.46709028 0.5284045 
0.46866736 0.5968549 0.5634283 0.44921875 0.5178982 0.5690005 0.48998755 0.6326155 0.5074279 0.523076 0.56791747 0.43004808 0.4661911 0.5290987 
0.46803495 0.5964975 0.56379354 0.44921875 0.5171319 0.5689408 0.48964816 0.6320022 0.50804174 0.522528 0.5680425 0.4301082 0.4661911 0.5289251 
0.46970218 0.5966166 0.56379354 0.44911024 0.51751506 0.5690005 0.49010068 0.6330925 0.5082873 0.52277154 0.5673546 0.43070912 0.4661911 0.53204906 
0.4696447 0.59572315 0.5637326 0.44851345 0.51707715 0.5690601 0.48919562 0.631457 0.50644565 0.52234536 0.5644778 0.42914665 0.46517205 0.5309499 
0.46866736 0.5954253 0.56379354 0.44818795 0.516694 0.5688812 0.48874307 0.6313207 0.5070596 0.52246714 0.56360227 0.43046874 0.46517205 0.5309499 
